Price,Volatility Index
2020-04-24,35.93000030517578
2020-04-27,33.290000915527344
2020-04-28,33.56999969482422
2020-04-29,31.229999542236328
2020-04-30,34.150001525878906
2020-05-01,37.189998626708984
2020-05-04,35.970001220703125
2020-05-05,33.61000061035156
2020-05-06,34.119998931884766
2020-05-07,31.440000534057617
2020-05-08,27.979999542236328
2020-05-11,27.56999969482422
2020-05-12,33.040000915527344
2020-05-13,35.279998779296875
2020-05-14,32.61000061035156
2020-05-15,31.889999389648438
2020-05-18,29.299999237060547
2020-05-19,30.530000686645508
2020-05-20,27.989999771118164
2020-05-21,29.530000686645508
2020-05-22,28.15999984741211
2020-05-26,28.010000228881836
2020-05-27,27.6200008392334
2020-05-28,28.59000015258789
2020-05-29,27.510000228881836
2020-06-01,28.229999542236328
2020-06-02,26.84000015258789
2020-06-03,25.65999984741211
2020-06-04,25.809999465942383
2020-06-05,24.520000457763672
2020-06-08,25.809999465942383
2020-06-09,27.56999969482422
2020-06-10,27.56999969482422
2020-06-11,40.790000915527344
2020-06-12,36.09000015258789
2020-06-15,34.400001525878906
2020-06-16,33.66999816894531
2020-06-17,33.470001220703125
2020-06-18,32.939998626708984
2020-06-19,35.119998931884766
2020-06-22,31.770000457763672
2020-06-23,31.3700008392334
2020-06-24,33.84000015258789
2020-06-25,32.220001220703125
2020-06-26,34.72999954223633
2020-06-29,31.780000686645508
2020-06-30,30.43000030517578
2020-07-01,28.6200008392334
2020-07-02,27.68000030517578
2020-07-06,27.940000534057617
2020-07-07,29.43000030517578
2020-07-08,28.079999923706055
2020-07-09,29.260000228881836
2020-07-10,27.290000915527344
2020-07-13,32.189998626708984
2020-07-14,29.520000457763672
2020-07-15,27.760000228881836
2020-07-16,28.0
2020-07-17,25.68000030517578
2020-07-20,24.459999084472656
2020-07-21,24.84000015258789
2020-07-22,24.31999969482422
2020-07-23,26.079999923706055
2020-07-24,25.84000015258789
2020-07-27,24.739999771118164
2020-07-28,25.440000534057617
2020-07-29,24.100000381469727
2020-07-30,24.760000228881836
2020-07-31,24.459999084472656
2020-08-03,24.280000686645508
2020-08-04,23.760000228881836
2020-08-05,22.989999771118164
2020-08-06,22.649999618530273
2020-08-07,22.209999084472656
2020-08-10,22.1299991607666
2020-08-11,24.030000686645508
2020-08-12,22.280000686645508
2020-08-13,22.1299991607666
2020-08-14,22.049999237060547
2020-08-17,21.350000381469727
2020-08-18,21.510000228881836
2020-08-19,22.540000915527344
2020-08-20,22.719999313354492
2020-08-21,22.540000915527344
2020-08-24,22.3700008392334
2020-08-25,22.030000686645508
2020-08-26,23.270000457763672
2020-08-27,24.469999313354492
2020-08-28,22.959999084472656
2020-08-31,26.40999984741211
2020-09-01,26.1200008392334
2020-09-02,26.56999969482422
2020-09-03,33.599998474121094
2020-09-04,30.75
2020-09-08,31.459999084472656
2020-09-09,28.809999465942383
2020-09-10,29.709999084472656
2020-09-11,26.8700008392334
2020-09-14,25.850000381469727
2020-09-15,25.59000015258789
2020-09-16,26.040000915527344
2020-09-17,26.459999084472656
2020-09-18,25.829999923706055
2020-09-21,27.780000686645508
2020-09-22,26.860000610351562
2020-09-23,28.579999923706055
2020-09-24,28.510000228881836
2020-09-25,26.3799991607666
2020-09-28,26.190000534057617
2020-09-29,26.270000457763672
2020-09-30,26.3700008392334
2020-10-01,26.700000762939453
2020-10-02,27.6299991607666
2020-10-05,27.959999084472656
2020-10-06,29.479999542236328
2020-10-07,28.059999465942383
2020-10-08,26.360000610351562
2020-10-09,25.0
2020-10-12,25.06999969482422
2020-10-13,26.06999969482422
2020-10-14,26.399999618530273
2020-10-15,26.969999313354492
2020-10-16,27.40999984741211
2020-10-19,29.18000030517578
2020-10-20,29.350000381469727
2020-10-21,28.649999618530273
2020-10-22,28.110000610351562
2020-10-23,27.549999237060547
2020-10-26,32.459999084472656
2020-10-27,33.349998474121094
2020-10-28,40.279998779296875
2020-10-29,37.59000015258789
2020-10-30,38.02000045776367
2020-11-02,37.130001068115234
2020-11-03,35.54999923706055
2020-11-04,29.56999969482422
2020-11-05,27.579999923706055
2020-11-06,24.860000610351562
2020-11-09,25.75
2020-11-10,24.799999237060547
2020-11-11,23.450000762939453
2020-11-12,25.350000381469727
2020-11-13,23.100000381469727
2020-11-16,22.450000762939453
2020-11-17,22.709999084472656
2020-11-18,23.84000015258789
2020-11-19,23.110000610351562
2020-11-20,23.700000762939453
2020-11-23,22.65999984741211
2020-11-24,21.639999389648438
2020-11-25,21.25
2020-11-27,20.84000015258789
2020-11-30,20.56999969482422
2020-12-01,20.770000457763672
2020-12-02,21.170000076293945
2020-12-03,21.280000686645508
2020-12-04,20.790000915527344
2020-12-07,21.299999237060547
2020-12-08,20.68000030517578
2020-12-09,22.270000457763672
2020-12-10,22.520000457763672
2020-12-11,23.309999465942383
2020-12-14,24.719999313354492
2020-12-15,22.889999389648438
2020-12-16,22.5
2020-12-17,21.93000030517578
2020-12-18,21.56999969482422
2020-12-21,25.15999984741211
2020-12-22,24.229999542236328
2020-12-23,23.309999465942383
2020-12-24,21.530000686645508
2020-12-28,21.700000762939453
2020-12-29,23.079999923706055
2020-12-30,22.770000457763672
2020-12-31,22.75
2021-01-04,26.969999313354492
2021-01-05,25.34000015258789
2021-01-06,25.06999969482422
2021-01-07,22.3700008392334
2021-01-08,21.559999465942383
2021-01-11,24.079999923706055
2021-01-12,23.329999923706055
2021-01-13,22.209999084472656
2021-01-14,23.25
2021-01-15,24.34000015258789
2021-01-19,23.239999771118164
2021-01-20,21.579999923706055
2021-01-21,21.31999969482422
2021-01-22,21.90999984741211
2021-01-25,23.190000534057617
2021-01-26,23.020000457763672
2021-01-27,37.209999084472656
2021-01-28,30.209999084472656
2021-01-29,33.09000015258789
2021-02-01,30.239999771118164
2021-02-02,25.559999465942383
2021-02-03,22.90999984741211
2021-02-04,21.770000457763672
2021-02-05,20.8700008392334
2021-02-08,21.239999771118164
2021-02-09,21.6299991607666
2021-02-10,21.989999771118164
2021-02-11,21.25
2021-02-12,19.969999313354492
2021-02-16,21.459999084472656
2021-02-17,21.5
2021-02-18,22.489999771118164
2021-02-19,22.049999237060547
2021-02-22,23.450000762939453
2021-02-23,23.110000610351562
2021-02-24,21.34000015258789
2021-02-25,28.889999389648438
2021-02-26,27.950000762939453
2021-03-01,23.350000381469727
2021-03-02,24.100000381469727
2021-03-03,26.670000076293945
2021-03-04,28.56999969482422
2021-03-05,24.65999984741211
2021-03-08,25.469999313354492
2021-03-09,24.030000686645508
2021-03-10,22.559999465942383
2021-03-11,21.90999984741211
2021-03-12,20.690000534057617
2021-03-15,20.030000686645508
2021-03-16,19.790000915527344
2021-03-17,19.229999542236328
2021-03-18,21.579999923706055
2021-03-19,20.950000762939453
2021-03-22,18.8799991607666
2021-03-23,20.299999237060547
2021-03-24,21.200000762939453
2021-03-25,19.809999465942383
2021-03-26,18.860000610351562
2021-03-29,20.739999771118164
2021-03-30,19.610000610351562
